Title,UID,Year,Series,Non-theatrical name (P53),aka,Type,sound/silent,BFI Identifier,BFI link,BFI synopsis,producer,Director,camera/photographer,editor,narrator,Consultant,story,music,gifford_desc,gifford_code,length,Comments,format,Related,From field: Related,Screenings,Sources,Images,Qcodes,BIF_catalogue_1926
The Home Wrecker,SON_0096,1929,Secrets Of Nature,,,Film,silent,14676,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150022751,"INSTRUCTIONAL. The hide is prepared (96); Titlarks (105). A Cuckoo looks for a nest to lay her eggs (132); her appearance distresses the Titlarks (157). The Cuckoo swoops down (180) takes one of the Titlark's eggs in her beak, sits on the nest for a few moments to lay her egg and flies off with the stolen egg (219); repeat in slow motion (294). The nest is searched by the photographer and the eggs displayed (358). The eggs are hatched and the Titlarks adopt the interloper as their own (385). The young cuckoo ejects unhatched eggs from the nest, and attempts to eject young titlarks (417) but is prevented by the return of the mother (520), but finally succeeds (577). The mother feeds and tends the young cuckoo to the detriment of her own babies (723). The young cuckoo shows aggressive tendencies (765); it is fed by the Titlarks in preparation for its flight to Africa (810); repeat in slow motion (872); finally it fends for itself and flies off (912 ft). (Shotlist)",Edgar Chance,Mary Field,Oliver G. Pike; E. Hawkins,,,,,,,,,Pro Patria.,,,,,"Thehide is prepared; a nest of tit larks. A cuckoo looks for a nest to lay her eggs her appearance distresses the titlarks. The cuckoo swoops down, takes one of the titlarks' eggs in her beak, sits on the nest for a few moments to lay her egg and flies off with the stolen egg; repeat in slow motion. The nest is searched by the photographer and the eggs displayed. The eggs are hatched and the titlarks adopt the interloper as their own. The young cuckoo ejects unhatched eggs from the nest, and attempts to eject young titlarks but is prevented by the return of the mother; it finally succeeds. The mother feeds and tends the young cuckoo to the detriment of her own babies. The young cuckoo shows aggressive tendencies; it is fed by the titlarks in preparation for its flight to Africa; repeat in slow motion; finally it fends for itself and flies off.",,,
The Honey Bee ,SON_0097,1929,Secrets Of Nature,,,Film,silent,N-9645915,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/158090806,"The swarming of bees, the birth of the Queen and various functions of the hive. (Synopsis)",,Mary Field,Charles Head,,,,,,,,,Pro Patria. Reissued with sound in 1939[? Or is it 1930?],,,,,,,,
Plants Of The Underworld ,SON_0098,1930,Secrets Of Nature,,,Film,sound,15148,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150025497,The growth and characteristics of a small selection of fungi. (NFA Catalogue),,, F. Percy Smith,,,,,,,,,,,,,,,,,
Daily Dozen At The Zoo,SON_0099,1930,Secrets Of Nature,,,Film,sound,14708,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150022783,"INTEREST. Animals at London Zoo, Regents Park. (NFA Catalogue) Animals at the Zoo are seen executing movements of various kinds. (Synopsis)",,, Jack Parker,,,,,,,,,,,,,,,,,
Marine Models ,SON_0100,1930,Secrets Of Nature,,,Film,sound,N-9645918,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/158090809,"A great number of animals, widely different in surface features as in essential structure, are presented in swift succession. (Synopsis)",,, Geoffrey Barkas,,,,,,,,,,,,,,,,,
Safety In Hiding,SON_0101,1930,Secrets Of Nature,,,Film,sound,15155,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150025504,Documentary on species of animals and their methods of protection and the different reactions to danger. (Synopsis) HOW VARIOUS ANIMALS PROTECT THEMSELVES BY CAMOUFLAGE> (NFA Catalogue),,,,,,,,,,,,,,,,,,,,
Sea Level,SON_0102,1930,Secrets Of Nature,,,Film,sound,279106,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150273333,"Documentary on life in the sea, scallop shells, starfish, hermit crabs, etc. (Synopsis)",,, Geoffrey Barkas,,,,,,,,,,,,,,,,,
The Flight Machine ,SON_0103,1930,Secrets Of Nature,,,Film,sound,15119,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150025468,Comparison of the mechanism of a biplane with the flight of birds. (Synopsis) BIRDS> IN FLIGHT> COMPARED WITH THE MECHANISM OF A BIPLANE (NFA Catalogue),,,,,,,,,,,,Film Daily article about it. ,,,,,,,,
The Sundew ,SON_0104,1930,Secrets Of Nature,,,Film,sound,15177,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150025526,THE BIOLOGY OF THE SUNDEW> (NFA Catalogue) Documentary on sundew plants and the formation seeds and adaption for dispersal. (Synopsis),,, Charles Head,,,,,,,,,,,,,,,,,
Bath Time at the Zoo,SON_0105,1930,Secrets Of Nature,,,Film,sound,124261,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150123846,"Studies of animals in process of bathing. The film shows the hippopotamus, the polar bears, penquins and flamingoes washing themselves. The monkeys and the elephants, however, adopt dry-cleaning methods. (Synopsis)",,Arthur Woods,Jack Parker,,,,,,,,,,,,,,,,,
Down Under ,SON_0106,1930,Secrets Of Nature,,"Secrets Down Under, Roots",Film,sound,54444,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150050900,,,, F. Percy Smith,,,,,,,,,,,,,,,,,
Peas And Cues ,SON_0107,1930,Secrets Of Nature,,Sweet Peas,Film,sound,15145,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150025494,Biological study of the growth and reproduction of peas. (Synopsis) THE GERMINATION> OF THE PEA SEED SHOWN BY TIME LAPSE CINEMATOGRAPHY (NFA Catalogue),,, F. Percy Smith,,,,,,,,,,,,,,,,,
The Aphis ,SON_0108,1930,Secrets Of Nature,,,Film,sound,14737,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150022812,"A film showing the features and reproduction of Aphides. (Synopsis) The life cycle of the rose aphid (Macrosiphum Roseus). BBFC certificate, main title and production credits (47). Aphid on rosebud (86). Aphids feeding by driving beak into stem and drawing up sap (94). Microscopic shot to show beak (125). CU aphid on stem. Commentary explains that the sap is digested by insect and made into a sugary syrup, honeydew, which it discharges through two tubes on its back (173). Ants eating the honeydew by stroking the aphid (200). Ant on rose leaf pulling the legs of another insect in rivalry for the honeydew (224). Aphids on flower stem. Commentary explains that aphid produces young every 90 minutes (277). Young aphid shedding first coat of membrane (295). Young aphids clustered on stem. Commentary explains that they are all the result of one aphid reproducing over 24 hours (312). The stem after a week, clustered with aphids (406). The aphids three weeks later. The commentary states that the aphids all come from the same mother and the mother is indicated (357). Fly larvae on stem eating aphids (397). Larvae of ladybird eating aphids (416). CU ladybird eating aphid. Commentary explains that the ladybird sucks dry the aphid and does not chew it (455). Fully grown aphid showing wings; the wings opening (561). Aphids on a new rose shoot [to start a new colony] (606). Black aphids on dock leaves; the leaves curling. Commentary explains that they curl because of the irritation of the weight of the aphids. The curled leaf protects the aphids (665). The underside of a dock leaf clustered with aphids (679). A single wingless male (696). Male and female aphids on a stem mating (732). The aphid eggs and aphids feeding from the leaf (758). The torpedo-shaped eggs (774). A gardener spraying his bean plants; CU leaves being sprayed (797). Gardener spraying the roots of his roses; CU rose bush and leaves being sprayed (832). Logo (839ft). Note: Main credits cite `Pro Patria Limited presents'. (Shotlist)",,, Charles Head,,,,,,,,,,,,,,,,,
The Merlin ,SON_0109,1930,Secrets Of Nature,,,Film,sound,14918,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150023675,"OBSERVATION OF A NEST OF YOUNG MERLINS> (NFA Catalogue) The scene is an open, heather clad upland area in Central Wales where, in early May, the Merlin looking after the young and the young birds taking food out of the mother's mouth. (Synopsis)",,, Charles Head,,,,,,,,,,,,,,,,,
Starting In Life ,SON_0110,1930,Secrets Of Nature,,Seed Dispersal,Film,sound,15172,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150025521,SEED DISPERSAL> (NFA Catalogue) Documentary on the mechanics used by seeds and fruits for dispersal. (Synopsis),,, F. Percy Smith,,,,,,,,,Mostly a sound version' of 1926 film 'Seed Time',,,,,,,,
Enter The Queen ,SON_0111,1930,Secrets Of Nature,,,Film,sound,,,,,,,,,,,,,,,About an ant colony.,,,,,,,,
Phantoms (1930),SON_0112,1930,Secrets Of Nature,,,Film,sound,15147,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150025496,Mosquitoes and gnats. (NFA Catalogue),,, F. Percy Smith,,,,,,,,,,,,,,,,,
Mitey Atoms,SON_0113,1930,Secrets Of Nature,,Mites,Film,sound,232223,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150222766,"Close up of the fig mite and the bulb mite. The egg of the bulb mite is shown, and the development of the bulb mite from the egg onwards is studied. The beetle mite, the water mite and the false scorpion follow, and how the false scorpion is carried off on the body of a fly. (Synopsis)",,,,,,,,,,,,"""Features cheese mites., with Peers narration discussing the tiny arachnids as tidy cleaner uppers. Also a bit of stop-motion animation in the end with a mite relative, the false scorpion. Two titled versions exist, but apparently some may have found the original title too “punny”.""",,,,,,,,
A Spoon In His Mouth ,SON_0114,1930,Secrets Of Nature,,"Spoonbill, A Spoon in the Mouth",Film,sound,288390,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150294641,Naturalist journeys through Hungary to a lake sanctuary and studies the spoonbill. (Synopsis),,, H.A. Gilbert; Arthur Brook,,,,,,,,,"""The spoonbill and other marsh birds in Hungary""",,,,,,,,
Hold All,SON_0115,1930,Secrets Of Nature,,Feeding Time At The Zoo,Film,sound,15107,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150023864,"The feeding habits of various animals at the London Zoo, Regent's Park. Sign reads: Feeding Time 2.30 p.m. Horse and cart containing vast amount of carrots. A large piece of meat is pulled from a bucket. Some kind of insects - cockroaches or woodlice? are poured from a tin. Bucket full of fish. Zoo keepers carry large handfuls of hay and go and feed the animals. Antelopes - or gazelles? eating hay. Tasmanian wolf dog (Tasmanian Tiger) gnaws on a bone. Mongoose eating an egg after smashing it on the ground. A big lion¹s paw pokes through the bars of its cage to grab its meat. Lions eating. Big bear called Winnie eats an orange. Billy the hornbill bounces on its perch in an aviary and then eats grapes, taking them from the mouth of his keeper. Tree kangaroo eats something whilst holding it in its paws. Distant cousin loves condensed milk but manages to spill lots when eating. Giraffe goes through contortions attempting to eat food that has been placed on the ground. Then eats food from the treetops. Keeper offers giraffe something through the bars of the cage. Long tongue comes out to lick it. Giant toads tongues pop out and grab meal worms. We see this in slow motion. Joke about the toad¹s table manners. Python striking a pigeon to knock it down - then crushes it in its coils - in slow motion. Secretary bird attacks a snake then eats it. Elephant using its trunk to take food from keeper. C/U shots of mouth and trunk. Lemurs snatch food from each other. They eat lettuce and grapes. We see how humans compare in short sequence - picking up cakes and a glass of beer. (NFA Catalogue) Animals in the zoo at feeding time. We see eland, wolf-dog, mongoose, lion, bear, hornbill, kangaroo, kinkajou, giraffe, giant toad, python, secretary bird, elephants, lemurs, and their young and, finally, a human animal, taking and devouring their meals. (Synopsis)",,, Jack Parker,,,,,,,,,"""While many residents at the London Zoo here are familiars (lions, giraffes, pythons, elands), one key species shown early in the reel is generally thought to be extinct today and seen in no zoos anywhere: the thylacine or Tasmanian “wolf”. London had a couple as late as 1933, a Tasmania zoo had the last remaining captive after that.""",,,,,,,,
Playtime At The Zoo ,SON_0116,1930,Secrets Of Nature,,,Film,sound,15149,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150025498,ANIMAL MOVEMENT> FILMED AT LONDON ZOO AND SET TO MUSIC (NFA Catalogue) An experiment in cutting and synchronization in which the movements of the animals are analysed and emphasised by means of musical patterns. (Synopsis),,, Jack Parker,,,,,,,,,"Film Daily review in U.S. Jul 18, 1933",,,,,,,,
Special Messengers ,SON_0117,1930,Secrets Of Nature,,Special Messenger,Film,sound,15170,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150025519,"THE DEVELOPMENT OF HOMING PIGEONS> (NFA Catalogue) Documentary on the growth of a homing pigeon its care and training, and racing. (Synopsis)",,, Jack Parker,,,,,,,,,Shows urban dwellers raising pigeons for racing sports ,,,,,,,,
The Strangler ,SON_0118,1930,Secrets Of Nature,,,Film,sound,15175,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150025524,"The story of the dodder, one of the convolvulus family. (Synopsis) THE GERMINATION> AND ESTABLISHMENT OF A DODDER PLANT> (NFA Catalogue)",,, F. Percy Smith,,,,,,,,,,,,,,,,,
The Frog (1930),SON_0143,1930,Secrets Of Nature,,,Film,sound,,,,,,,,,,,,,,,,,,,,,,,
Scarlet Runner and Co (1930),SON_0144,1930,Secrets Of Nature,,,Film,sound,15158,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150025507,Secrets of Nature series documentary. (Synopsis) THE DEVELOPMENT OF THE BEAN FROM SEED IS SHOWN WITH THE AID OF TIME-LAPSE CINEMATOGRAPHY (NFA Catalogue),,,,,,,,,,,,,,,,,,,,
War In The Trees ,SON_0119,1931,Secrets Of Nature,,,Film,sound,21544,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150021597,THE PROTECTION OF FIR AND PINE TREES FROM DESTRUCTION BY THE WOOD WASP (NFA Catalogue),,, F. Percy Smith,,,,,,,,,"""Shows how a wood wasp attacks tree-destroying grub. Much footage borrowed from an earlier documentary: Sirex Wood Wasps And Their Insect Enemies""",,,,,,,,
Friendly Flies,SON_0120,1931,Secrets Of Nature,,,Film,sound,21497,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150021550,"EDUCATIONAL. The life cycles of the Hover Fly and the Drone Fly each of which is useful to man. The Hover Fly, which is similar in appearance to the bee, lays its eggs among other insects - in this case, the Black Fly which lives on the broad bean plant. When the grubs hatch, they feed on the parasitic Black flies around them (218). When the grub has reached its full growth, it becomes a cocoon (250), emerging after about a month as an adult insect (270). The Drone Fly, a cousin of the Hover Fly, prevents pools of decaying vegetation from becoming poisonous. The female lays her eggs in the mud surrounding these pools (368). The newly-hatched grubs make for the water where they eat all the floating rubbish (455). When this is all gone, the grubs burrow down into the mud at the bottom of the pool, and begin to eat that too. They get air by means of a hollow 'tail' which reaches to the surface of the water (498). If the grubs are frightened, they can contact these tubes until the danger is past (570). The grubs can swim by contracting and expanding the skin near their heads and they also have legs on which they can travel along the bottom of the pool (620). These legs enable them to get back onto the land. Here they bury themselves in the mud and turn into cocoons (703). The adult insect emerges after about 4 days (800 ft). (Shotlist)",,Mary Field,,,,,,,,,,Wardour Films. ,,,,,,,,
In All His Glory ,SON_0121,1931,Secrets Of Nature,,,Film,sound,21469,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150021522,THE POLLINATION> OF FLOWERS> SHOWN BY THE USE OF TIME LAPSE PHOTOGRAPHY (NFA Catalogue),,, F. Percy Smith,,,,,,,,,"""For Wardour Films. Covers flowers and bees in pollination""",,,,,,,,
Magic Myxies ,SON_0122,1931,Secrets Of Nature,,,Film,sound,21526,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150021579,"The life cycle of Myxomycete, the slime fungus. The subject is a curious and voracious organism on the borderline between plant and animal. In time-lapse photo-micrography it is seen to reproduce, to digest food, to invade other plants and to lie dormant during drought and cold. (Synopsis)",,, F. Percy Smith,,,,,,,,,,,,,,,,,
The Light Of Love ,SON_0123,1931,Secrets Of Nature,,Glow-worm,Film,sound,21613,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150022339,"THE GLOW WORM (NFA Catalogue) The life cycle of the glow worm. Scenes of it feeding on banded snails, its favourite food. (Synopsis)",,, Charles Head,,,,,,,,,"Pro Patria. ""Reissued title: The Glow Worm (also available on Youtube and likely issued in the late '30s by British Pathé""",,,,,,,,
The World In A Wine-Glass ,SON_0124,1931,Secrets Of Nature,,,Film,sound,21546,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150021599,Microscopic study of minute life on a wisp of straw placed in a wineglassful of water. (Synopsis),,, F. Percy Smith,,,,,,,,,"""Much, but not all, footage borrowed from an earlier title: An Aquarium In A Wineglass""",,,,,,,,
The Great Crested Grebe ,SON_0125,1932,Secrets Of Nature,,,Film,sound,21509,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150021562,"OBSERVATIONS OF THE COURTSHIP AND NESTING HABITS OF THE GREAT CRESTED GREBE (NFA Catalogue) The life of the Grebe from time of mating to the making of an island nest, and the later development of the young Grebes. (Synopsis)",,Mary Field,Walter Higham,,,,,,,,,,,,,,,,,
Dream Flowers ,SON_0126,1932,Secrets Of Nature,,,Film,sound,,,,,,F. Percy Smith,,,,,,,,,"""The poppy flower in its psychedelic glory. Borrows some footage of Heart Of Asia series (qv)""",,,,,,,,
The Short Eared Owl ,SON_0127,1932,Secrets Of Nature,,Short Eared Owl ,Film,sound,21589,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150022315,THE LIFE OF THE SHORT EARED OWL (NFA Catalogue),,Mary Field,,,,,,,,,,Wardour Films. ,,,,,,,,
The Bittern ,SON_0128,1932,Secrets Of Nature,,Bittern,Film,sound,21487,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150021540,"The Fens of Eastern England are shown, followed by shots of coots, wild duck, and the great crested grebe nesting. A bittern is seen on the nest and in flight on fishing expeditions, with its eggs and chicks. (Synopsis) INTEREST. The life cycle of the bittern. (NFA Catalogue)",,Mary Field,,,,,,,,,,"Wardour Films. ""Cameraman Higham was a specialist with advanced Newman-Sinclair equipment, tripods and close-up lenses required for this very shy bird.""",,,,,,,,
The Two-Pounder ,SON_0129,1932,Secrets Of Nature,,The Two Pounder; Two Pounder,Film,sound,21558,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150022284,"Documentary on the life history of a young trout, from conception. (Synopsis) THE DEVELOPMENT OF TROUT> (NFA Catalogue)",,, F. Percy Smith,,,,,,,,,"Wardour Films. About ""trout growth"".",,,,,,,,
Water Folk ,SON_0130,1932,Secrets Of Nature,,Waterfolk,Film,sound,21625,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150022351,OBSERVATIONS OF DIFFERENT TYPES OF WATER FLEA (NFA Catalogue),,, F. Percy Smith,,,,,,,,,"""Tiniest creatures: Daphina""",,,,,,,,
Romance In A Pond ,SON_0131,1932,Secrets Of Nature,,The Newt,Film,sound,9782,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150003577,The life story of the common newt. Underwater photography. (NFA Catalogue),,, F. Percy Smith,,,,,,,,,Wardour Films. ,,,,,,,,
The Nightingale,SON_0132,1932,Secrets Of Nature,,Nightingale,Film,sound,8531,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150012375,"The nightingale and its song, its habitat, nest eggs and young. Its plumage is described. Nests are made of leaves, we see one with six eggs. A hand pulls a branch away to reveal a well camouflaged nest. Bird feeding the young. We hear bird song as we watch the Nightingales bringing food to their young. Nightingale sits on a branch and sings. Young in the nest. Birds in nest with mouths wide open waiting for food. Migration to Africa in late summer is described. (NFA Catalogue)",,, Oliver G. Pike,,,,,,,,,"Wardour Films. ""Among the first in the series to use on-location sound recordings.""",,,,,,,,
The Frothblower ,SON_0133,1932,Secrets Of Nature,,Frothblower; The Froth Blower,Film,sound,14687,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150022762,"EDUCATIONAL. The life cycles of two species of frog-hopper. ""Cuckoo-spit"" is the froth produced as a protection by the frog-hopper. The female covers her eggs with it (138). The grubs hatch out and settle down to make their own covering of bubbles from the sap of the grasses on which they live (240). A frog-hopper producing these bubbles (313). It remains in its protective covering until the adult insect is ready to emerge (387). It takes about three hours for the insect to appear at this time - the old spit is left attached to a leaf stem (579). Later in the spring, another species of frog-hopper appears which lives mainly on foxgloves. This insect has a life cycle similar to the other (772 ft). (Shotlist)",,, Charles Head,,,,,,,,,"Wardour Films. ""Those little insects called “froghoppers” that resemble thorns on a plant until they jump off""",,,,,,,,
Orphans Of The Wood ,SON_0134,1932,Secrets Of Nature,,,Film,sound,16903,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150017617,"Documentary on the common pheasant, its history and life cycle. (Synopsis) THE COMMON PHEASANT> (NFA Catalogue)",,Mary Field,,,,,,,,,,"Wardour Films. ""Pheasants get a helping hand from humans (and domestic hens) in raising their chicks """,,,,,,,,
Springtime In The Scillies ,SON_0135,1932,Secrets Of Nature,,,Film,sound,12696,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150001009,Documentary on the birds who use the Scilly Isles as a sanctuary. (NFA Catalogue),,, Walter Higham,,,,,,,,,"""Black-billed gulls, razorbills, shags and puffins shown in the Scilly Islands""",,,,,,,,
The Raiders Of The Fens ,SON_0136,1932,Secrets Of Nature,,Raiders of the Fens,Film,sound,17247,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150018647,THE LIFE OF BIRDS> AND IN PARTICULAR MONTAGUS HARRIER> IN THE FENS> (NFA Catalogue),,, Walter Higham,,,,,,,,,"""Mostly harriers and larks shown nesting""",,,,,,,,
The Life of a Plant (1932),SON_0142,1932,Secrets Of Nature,,,Film,sound,16159,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150015029,"THE GROWTH, FLOWERING AND FERTILISATION OF A NASTURTIUM> (NFA Catalogue) Germination of the Nasturtium seed, enlarged views of the seed, the formation of fruit; system of food distribution through the plant, development of flowers, etc. (Synopsis)",,,,,,,,,,,,,,,,,,,,
Brock The Badger ,SON_0137,1933,Secrets Of Nature,,,Film,sound,21676,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150022402,"Badgers old and young are seen at close range, both in the open, and in their setts. (Synopsis) Observations of badgers. (NFA Catalogue)",,, Oliver G. Pike,,,,,,,,,for Pathé. ,,,,,,,,
Amazing Maize ,SON_0138,1933,Secrets Of Nature,,,Film,sound,21664,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150022390,"Main features of the germination of maize, and their physiological significance. (Synopsis) INTEREST. The germination of maize and its physiological significance. (NFA Catalogue)",,, F. Percy Smith,,,,,,,,,"for Pathe. ""shows how corn grows""",,,,,,,,
Brewster’s Magic ,SON_0139,1933,Secrets Of Nature,,,Film,sound,21667,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150022393,"Hops, barley and yeast are presented in turn. (Synopsis) ""INSTRUCTIONAL"". How hops, barley and yeast are processed in the manufacture of beer. Credits (35). A man at a bar draws a pint of beer (49). The commentary says that hops are the most important ingredient of beer. A shot of an old root from which a cutting is taken to grow the young hops (68). A speeded-up look at the hop's growth, pushing its way through the soil (99). A close-up of the stem, showing its ""claws"" (106). The expansion of the leaves speeded up 25000 times (122). A look at the plant as it begins to climb and it is shown that the claws are used for gripping (167). The hop then starts to put out flowers. The flowers of the male hop are shown (195). The flowers of the female hop. Each one is a ball of scales with sticky threads to catch pollen. However, the threads wither and fall away as there is no pollen in the vicinity. The scales, though, continue to grow as a protective device for the seeds which are not there. They become covered with a sticky substance called luculin (287). A magnification of luculin. It is this that gives beer its flavour (302). Hops maturing in the hop garden (312). Shot of barley ripening in a field. Barley is the second ingredient necessary for beer (323). Barley seeds provide the malt. They are placed in water until as much as possible has been absorbed (342). They are put in layers in a warm atmosphere where they begin to put out roots. This is magnified 10000 times. The maltster turns them upside down to make sure that they do not grow too quickly. They have to change the direction of their roots. Suddenly the water supply is cut off and the roots wither and die (432). A diagram of a grain of barley which is seen to be in three parts - (1) the young plant (2) the starch store above (3) a wall between the two through which the starch cannot pass. To get at the starch the plant produces a digestive fluid which penetrates the wall and turns the starch into sugar which feeds the plant (492). There is a certain point when fluid has been produced but the sugar has not yet been used by the plant. It is at this point that the maltster kills the plant (511). The grains are mashed up in warm water. The digestive fluid continues to turn starch into sugar. This mixture is malt (533). The brewery where the malt is mixed with the hops liquid and yeast is added (550). Yeast cells under a microscope compared with a human hair (571). The yeast cells move when put into water. The cells grow in the sugary mixture and when they reach a certain size, new cells form. This is called fermentation (645). A diagrammatic explanation of how yeast breaks up sugar molecules into molecules of carbolic acid and sugar (688). The solution under the microscope. The carbolic acid forms bubbles (734). Final shot of man drinking his beer (768 ft). (Shotlist)",,, F. Percy Smith,,,,,,,,,for Pathé. ,,,,,,,,
Fit To Boil ,SON_0140,1933,Secrets Of Nature,,Potato,Film,sound,14457,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150020963,"INSTRUCTIONAL. The film shows the growth of a potato. Opening shots of a pre- sent day potato and the uneven ancestral type. An operator is shown carrying out cross-pollination between two potato plants. A diagram shows the growth of the pollen tube down the style and the fertilisation of the ovules. The berry is planted, the root and shoot develop and a small tuber is produced under- ground. This tuber i.e. the potato, stores food for the plant. In the tuber are 'eyes' or buds which sprout. Seed potatoes are put in a sprouting box which allows them to sprout upwards only. In spring, these are planted in a shallow trench a foot apart. A magnified view of one of the stem hairs shows the circulating protoplasm. The potatoes are ready for lifting in the autumn. A special plough can be used which breaks open the soil, leaving the potatoes on the surface (860 ft). (Shotlist)",,, F. Percy Smith,,,,,,,,,for Pathé. ,,,,,,,,
Nature’s Double Lifters ,SON_0141,1933,Secrets Of Nature,,,Film,sound,11008,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150008227,THE FERN (NFA Catalogue),,, F. Percy Smith,,,,,,,,,for Pathé. ,,,,,,,,
Butterflies and Nettles,SOL_0001,1935,Secrets of Life,The Tortoiseshell Butterfly,,Film,sound,11636,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150010910,Secrets of life series no.5 (Synopsis) INSTRUCTIONAL. The life cycle of the tortoiseshell butterfly. (NFA Catalogue),H. Bruce Woolfe,H. R. Hewer,,J. V. Durden,,,,William Hodgson,,6802.6,774,"Reissued March 5, 1948 as Story Of A Butterfly a.k.a. Tortoiseshell Butterfly",bw,,,"London,Manchester",,,Q678,
Baby On The Rocks,SOL_0002,1935,Secrets of Life,The Buzzard,Baby on the Rock,Film,sound,12363,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150013691,"Documentary on a few weeks in the life of a young buzzard. Secrets of life series, no. 3 (Synopsis) ""SUMMARY"" INTEREST. Several weeks in the life of baby buzzards. Credits (32). ""L.S."" village of Solva on the Pembrokeshire coast (62). Buzzard in flight (75). Female buzzard flies away from her nest on sea cliff. Buzzard chick exploring away from the nest. Female buzzard settling on eggs in nest (208). Photographer's assistant constructing a hide at the top of cliff (279). The photographer (Charles Head) makes his way to the hide (335), but is observed by the buzzard. His assistant subsequently approaches the hide and departs again to suggest to the bird that the hide is empty (409). Buzzard feeding a rabbit to her chick, and shielding him from the sun (523). The chick at 2 weeks flapping his wings. The male bird lands with a mouse, which the chick devours without assistance (656). 10 days later the young buzzard attempts flight. Rabbits fleeing from field. Female buzzard brings a rabbit back to the nest (787). 11 days later, male bird brings more food to nest. Young buzzard again attempts flight. The End (870). (NFA Catalogue)",H. Bruce Woolfe,Mary Field,Charles Head,J. V. Durden,,,,William Hodgson,,6802.3,870,BFI archive says music by Jack Beaver,bw,,,,,,Q679,
He Would A Wooing Go ,SOL_0003,1935,Secrets of Life,The Frog (A Life History),He Would A-Wooing Go,Film,sound,11392,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150009981,The life cycle of the frog. (NFA Catalogue),H. Bruce Woolfe,"J. V. Durden, Mary Field",F. Percy Smith,,E. V. H. Emmett,,H. R. Hewer,William Hodgson,,6802.2,718,,bw,,,London,,,Q680,
